rate,client_timestamp,pair
"0.70014396",1684471347252,"ZARBWP"
"0.70014396",1684472551649,"ZARBWP"
"0.70014396",1684473855797,"ZARBWP"
"0.70014396",1684474933706,"ZARBWP"
"0.70014396",1684476162030,"ZARBWP"
"0.70014396",1684477557526,"ZARBWP"
"0.70014396",1684478527096,"ZARBWP"
"0.70014396",1684479761649,"ZARBWP"
"0.70014396",1684480936611,"ZARBWP"
"0.70014396",1684482128405,"ZARBWP"
"0.70014396",1684483382840,"ZARBWP"
"0.70014396",1684484717685,"ZARBWP"
"0.70014396",1684485723781,"ZARBWP"
"0.70014396",1684486947636,"ZARBWP"
"0.70014396",1684488196987,"ZARBWP"
"0.70014396",1684489328532,"ZARBWP"
"0.70014396",1684491939076,"ZARBWP"
"0.70014396",1684492928912,"ZARBWP"
"0.70014396",1684494166720,"ZARBWP"
"0.70331216",1684495335929,"ZARBWP"
"0.70331216",1684496548229,"ZARBWP"
"0.70331216",1684497779982,"ZARBWP"
"0.70331216",1684499389639,"ZARBWP"
"0.70331216",1684500440646,"ZARBWP"
"0.70331216",1684501414042,"ZARBWP"
"0.70331216",1684502656781,"ZARBWP"
"0.70331216",1684503721503,"ZARBWP"
"0.70331216",1684504959798,"ZARBWP"
"0.70331216",1684506249591,"ZARBWP"
"0.70331216",1684507323515,"ZARBWP"
"0.70331216",1684508544481,"ZARBWP"
"0.70331216",1684509801149,"ZARBWP"
"0.70331216",1684510925971,"ZARBWP"
"0.70331216",1684512172391,"ZARBWP"
"0.70331216",1684513613063,"ZARBWP"
"0.70331216",1684514526921,"ZARBWP"
"0.70331216",1684515764566,"ZARBWP"
"0.70331216",1684517027438,"ZARBWP"
"0.70331216",1684518126323,"ZARBWP"
"0.70331216",1684519377124,"ZARBWP"
"0.70331216",1684520715607,"ZARBWP"
"0.70331216",1684521736584,"ZARBWP"
"0.70331216",1684522965495,"ZARBWP"
"0.69701495",1684524118711,"ZARBWP"
"0.69701495",1684525330849,"ZARBWP"
"0.69701495",1684526556061,"ZARBWP"
"0.69701495",1684527803090,"ZARBWP"
"0.69701495",1684528928278,"ZARBWP"
"0.69701495",1684530153257,"ZARBWP"
"0.69701495",1684531337980,"ZARBWP"
"0.69701495",1684532544018,"ZARBWP"
"0.69701495",1684533743022,"ZARBWP"
"0.69701495",1684535058592,"ZARBWP"
"0.69701495",1684536135710,"ZARBWP"
"0.69701495",1684537358864,"ZARBWP"
"0.69701495",1684538586234,"ZARBWP"
"0.69701495",1684539721342,"ZARBWP"
"0.69701495",1684541163591,"ZARBWP"
"0.69701495",1684542735136,"ZARBWP"
"0.69701495",1684544482423,"ZARBWP"
"0.69701495",1684547185049,"ZARBWP"
"0.69701495",1684548911662,"ZARBWP"
"0.69701495",1684549791301,"ZARBWP"
"0.69701495",1684550640392,"ZARBWP"
"0.69551329",1684551743490,"ZARBWP"
"0.69551329",1684552997613,"ZARBWP"
"0.69551329",1684554137345,"ZARBWP"
"0.69551329",1684555365617,"ZARBWP"
"0.69551329",1684556709124,"ZARBWP"
"0.69551329",1684557729687,"ZARBWP"
"0.69551329",1684558956470,"ZARBWP"
"0.69551329",1684560238960,"ZARBWP"
"0.69551329",1684561322952,"ZARBWP"
"0.69551329",1684562566424,"ZARBWP"
"0.69551329",1684563953477,"ZARBWP"
"0.69551329",1684564918499,"ZARBWP"
"0.69551329",1684566134395,"ZARBWP"
"0.69551329",1684567328601,"ZARBWP"
"0.69551329",1684568518787,"ZARBWP"
"0.69551329",1684569831420,"ZARBWP"
"0.69551329",1684571086998,"ZARBWP"
"0.69551329",1684572132983,"ZARBWP"
"0.69551329",1684573354324,"ZARBWP"
"0.69551329",1684574519900,"ZARBWP"
"0.69551329",1684575735503,"ZARBWP"
